"unit","iccs","geo","time","values"
"Number","Burglary of private residential premises","Luxembourg",2009-01-01,1843
"Number","Burglary of private residential premises","Luxembourg",2009-01-01,1843
"Number","Burglary of private residential premises","Latvia",2009-01-01,4133
"Number","Burglary of private residential premises","Latvija",2009-01-01,4133
"Number","Burglary of private residential premises","Latvija",2009-01-01,4133
"Number","Burglary of private residential premises","Kurzeme",2009-01-01,373
"Number","Burglary of private residential premises","Latgale",2009-01-01,427
"Number","Burglary of private residential premises","Riga",2009-01-01,1804
"Number","Burglary of private residential premises","Pieriga",2009-01-01,651
"Number","Burglary of private residential premises","Vidzeme",2009-01-01,361
"Number","Burglary of private residential premises","Zemgale",2009-01-01,516
"Number","Burglary of private residential premises","Not regionalised / Unknown NUTS 3",2009-01-01,1
"Number","Burglary of private residential premises","Malta",2009-01-01,667
"Number","Burglary of private residential premises","Malta",2009-01-01,667
"Number","Burglary of private residential premises","Malta",2009-01-01,667
"Number","Burglary of private residential premises","Malta",2009-01-01,635
"Number","Burglary of private residential premises","Gozo and Comino / Ghawdex u Kemmuna",2009-01-01,32
"Number","Burglary of private residential premises","Netherlands",2009-01-01,93301
"Number","Burglary of private residential premises","Noord-Nederland",2009-01-01,6531
"Number","Burglary of private residential premises","Groningen",2009-01-01,2765
"Number","Burglary of private residential premises","Oost-Groningen",2009-01-01,750
"Number","Burglary of private residential premises","Delfzijl en omgeving",2009-01-01,155
"Number","Burglary of private residential premises","Overig Groningen",2009-01-01,1860
"Number","Burglary of private residential premises","Friesland (NL)",2009-01-01,1736
"Number","Burglary of private residential premises","Noord-Friesland",2009-01-01,1051
"Number","Burglary of private residential premises","Zuidwest-Friesland",2009-01-01,199
"Number","Burglary of private residential premises","Zuidoost-Friesland",2009-01-01,486
"Number","Burglary of private residential premises","Drenthe",2009-01-01,2030
"Number","Burglary of private residential premises","Noord-Drenthe",2009-01-01,738
"Number","Burglary of private residential premises","Zuidoost-Drenthe",2009-01-01,811
"Number","Burglary of private residential premises","Zuidwest-Drenthe",2009-01-01,481
"Number","Burglary of private residential premises","Oost-Nederland",2009-01-01,16448
"Number","Burglary of private residential premises","Overijssel",2009-01-01,4197
"Number","Burglary of private residential premises","Noord-Overijssel",2009-01-01,1188
"Number","Burglary of private residential premises","Zuidwest-Overijssel",2009-01-01,711
"Number","Burglary of private residential premises","Twente",2009-01-01,2298
"Number","Burglary of private residential premises","Gelderland",2009-01-01,10318
"Number","Burglary of private residential premises","Veluwe",2009-01-01,3115
"Number","Burglary of private residential premises","Zuidwest-Gelderland",2009-01-01,1446
"Number","Burglary of private residential premises","Achterhoek",2009-01-01,1241
"Number","Burglary of private residential premises","Arnhem/Nijmegen",2009-01-01,4516
"Number","Burglary of private residential premises","Flevoland",2009-01-01,1933
"Number","Burglary of private residential premises","Flevoland",2009-01-01,1933
"Number","Burglary of private residential premises","West-Nederland",2009-01-01,46853
"Number","Burglary of private residential premises","Utrecht",2009-01-01,8265
"Number","Burglary of private residential premises","Utrecht",2009-01-01,8265
"Number","Burglary of private residential premises","Noord-Holland",2009-01-01,16868
"Number","Burglary of private residential premises","Kop van Noord-Holland",2009-01-01,1569
"Number","Burglary of private residential premises","Alkmaar en omgeving",2009-01-01,1565
"Number","Burglary of private residential premises","IJmond",2009-01-01,862
"Number","Burglary of private residential premises","Agglomeratie Haarlem",2009-01-01,1112
"Number","Burglary of private residential premises","Zaanstreek",2009-01-01,662
"Number","Burglary of private residential premises","Groot-Amsterdam",2009-01-01,9450
"Number","Burglary of private residential premises","Het Gooi en Vechtstreek",2009-01-01,1648
"Number","Burglary of private residential premises","Zuid-Holland",2009-01-01,20405
"Number","Burglary of private residential premises","Agglomeratie Leiden en Bollenstreek (NUTS 2006)",2009-01-01,2094
"Number","Burglary of private residential premises","Agglomeratie 's-Gravenhage",2009-01-01,4888
"Number","Burglary of private residential premises","Delft en Westland",2009-01-01,1187
"Number","Burglary of private residential premises","Oost-Zuid-Holland (NUTS 2006)",2009-01-01,1328
"Number","Burglary of private residential premises","Groot-Rijnmond (NUTS 2006)",2009-01-01,9465
"Number","Burglary of private residential premises","Zuidoost-Zuid-Holland (NUTS 2006)",2009-01-01,1443
"Number","Burglary of private residential premises","Zeeland",2009-01-01,1315
"Number","Burglary of private residential premises","Zeeuwsch-Vlaanderen",2009-01-01,397
"Number","Burglary of private residential premises","Overig Zeeland",2009-01-01,918
"Number","Burglary of private residential premises","Zuid-Nederland",2009-01-01,23333
"Number","Burglary of private residential premises","Noord-Brabant",2009-01-01,15850
"Number","Burglary of private residential premises","West-Noord-Brabant",2009-01-01,3602
"Number","Burglary of private residential premises","Midden-Noord-Brabant",2009-01-01,3327
"Number","Burglary of private residential premises","Noordoost-Noord-Brabant",2009-01-01,3837
"Number","Burglary of private residential premises","Zuidoost-Noord-Brabant",2009-01-01,5084
"Number","Burglary of private residential premises","Limburg (NL)",2009-01-01,7483
"Number","Burglary of private residential premises","Noord-Limburg",2009-01-01,1324
"Number","Burglary of private residential premises","Midden-Limburg",2009-01-01,1224
"Number","Burglary of private residential premises","Zuid-Limburg",2009-01-01,4935
"Number","Burglary of private residential premises","Norway",2009-01-01,9035
"Number","Burglary of private residential premises","Norge",2009-01-01,8977
"Number","Burglary of private residential premises","Oslo og Akershus",2009-01-01,2780
"Number","Burglary of private residential premises","Oslo",2009-01-01,1036
"Number","Burglary of private residential premises","Akershus",2009-01-01,1744
"Number","Burglary of private residential premises","Hedmark og Oppland",2009-01-01,898
"Number","Burglary of private residential premises","Hedmark",2009-01-01,517
"Number","Burglary of private residential premises","Oppland",2009-01-01,381
"Number","Burglary of private residential premises","Sør-Østlandet",2009-01-01,2043
"Number","Burglary of private residential premises","Østfold",2009-01-01,479
"Number","Burglary of private residential premises","Buskerud",2009-01-01,628
"Number","Burglary of private residential premises","Vestfold",2009-01-01,500
"Number","Burglary of private residential premises","Telemark",2009-01-01,436
"Number","Burglary of private residential premises","Agder og Rogaland",2009-01-01,1468
"Number","Burglary of private residential premises","Aust-Agder",2009-01-01,406
"Number","Burglary of private residential premises","Vest-Agder",2009-01-01,443
"Number","Burglary of private residential premises","Rogaland",2009-01-01,619
"Number","Burglary of private residential premises","Vestlandet",2009-01-01,864
"Number","Burglary of private residential premises","Hordaland",2009-01-01,596
"Number","Burglary of private residential premises","Sogn og Fjordane",2009-01-01,49
"Number","Burglary of private residential premises","Møre og Romsdal",2009-01-01,219
"Number","Burglary of private residential premises","Trøndelag",2009-01-01,520
"Number","Burglary of private residential premises","Sør-Trøndelag",2009-01-01,367
"Number","Burglary of private residential premises","Nord-Trøndelag",2009-01-01,153
"Number","Burglary of private residential premises","Nord-Norge",2009-01-01,403
"Number","Burglary of private residential premises","Nordland",2009-01-01,165
"Number","Burglary of private residential premises","Troms",2009-01-01,121
"Number","Burglary of private residential premises","Finnmark",2009-01-01,117
"Number","Burglary of private residential premises","Poland",2009-01-01,32977
"Number","Burglary of private residential premises","Region Centralny",2009-01-01,7213
"Number","Burglary of private residential premises","Lódzkie",2009-01-01,2158
"Number","Burglary of private residential premises","Mazowieckie",2009-01-01,5055
"Number","Burglary of private residential premises","Region Poludniowy",2009-01-01,7817
"Number","Burglary of private residential premises","Malopolskie",2009-01-01,2723
"Number","Burglary of private residential premises","Slaskie",2009-01-01,5094
"Number","Burglary of private residential premises","Region Wschodni",2009-01-01,3356
"Number","Burglary of private residential premises","Lubelskie",2009-01-01,1211
"Number","Burglary of private residential premises","Podkarpackie",2009-01-01,944
"Number","Burglary of private residential premises","Swietokrzyskie",2009-01-01,529
"Number","Burglary of private residential premises","Podlaskie",2009-01-01,672
"Number","Burglary of private residential premises","Region Pólnocno-Zachodni",2009-01-01,4766
"Number","Burglary of private residential premises","Wielkopolskie",2009-01-01,2010
"Number","Burglary of private residential premises","Zachodniopomorskie",2009-01-01,2026
"Number","Burglary of private residential premises","Lubuskie",2009-01-01,730
"Number","Burglary of private residential premises","Region Poludniowo-Zachodni",2009-01-01,4189
"Number","Burglary of private residential premises","Dolnoslaskie",2009-01-01,3332
"Number","Burglary of private residential premises","Opolskie",2009-01-01,857
"Number","Burglary of private residential premises","Region Pólnocny",2009-01-01,5636
"Number","Burglary of private residential premises","Kujawsko-Pomorskie",2009-01-01,2041
"Number","Burglary of private residential premises","Warminsko-Mazurskie",2009-01-01,1095
"Number","Burglary of private residential premises","Pomorskie",2009-01-01,2500
"Number","Burglary of private residential premises","Portugal",2009-01-01,26027
"Number","Burglary of private residential premises","Continente",2009-01-01,24502
"Number","Burglary of private residential premises","Norte",2009-01-01,7728
"Number","Burglary of private residential premises","Alto Minho",2009-01-01,400
"Number","Burglary of private residential premises","Cávado",2009-01-01,672
"Number","Burglary of private residential premises","Ave (NUTS 2010)",2009-01-01,1595
"Number","Burglary of private residential premises","Grande Porto (NUTS 2010)",2009-01-01,3032
"Number","Burglary of private residential premises","Tâmega (NUTS 2010)",2009-01-01,1038
"Number","Burglary of private residential premises","Entre Douro e Vouga (NUTS 2010)",2009-01-01,459
"Number","Burglary of private residential premises","Douro (NUTS 2010)",2009-01-01,181
"Number","Burglary of private residential premises","Alto Trás-os-Montes (NUTS 2010)",2009-01-01,351
"Number","Burglary of private residential premises","Algarve",2009-01-01,4504
"Number","Burglary of private residential premises","Algarve",2009-01-01,4504
"Number","Burglary of private residential premises","Centro (PT)",2009-01-01,4920
"Number","Burglary of private residential premises","Baixo Vouga (NUTS 2010)",2009-01-01,994
"Number","Burglary of private residential premises","Baixo Mondego (NUTS 2010)",2009-01-01,607
"Number","Burglary of private residential premises","Pinhal Litoral (NUTS 2010)",2009-01-01,662
"Number","Burglary of private residential premises","Pinhal Interior Norte (NUTS 2010)",2009-01-01,251
"Number","Burglary of private residential premises","Dão-Lafões (NUTS 2010)",2009-01-01,374
"Number","Burglary of private residential premises","Pinhal Interior Sul (NUTS 2010)",2009-01-01,70
"Number","Burglary of private residential premises","Serra da Estrela (NUTS 2010)",2009-01-01,49
"Number","Burglary of private residential premises","Beira Interior Norte (NUTS 2010)",2009-01-01,122
"Number","Burglary of private residential premises","Beira Interior Sul (NUTS 2010)",2009-01-01,99
"Number","Burglary of private residential premises","Cova da Beira (NUTS 2010)",2009-01-01,136
"Number","Burglary of private residential premises","Oeste",2009-01-01,1064
"Number","Burglary of private residential premises","Médio Tejo (NUTS 2010)",2009-01-01,492
"Number","Burglary of private residential premises","Área Metropolitana de Lisboa",2009-01-01,6146
"Number","Burglary of private residential premises","Grande Lisboa (NUTS 2010)",2009-01-01,4118
"Number","Burglary of private residential premises","Península de Setúbal (NUTS 2010)",2009-01-01,2028
"Number","Burglary of private residential premises","Alentejo",2009-01-01,1204
"Number","Burglary of private residential premises","Alentejo Litoral",2009-01-01,164
"Number","Burglary of private residential premises","Alto Alentejo (NUTS 2010)",2009-01-01,86
"Number","Burglary of private residential premises","Alentejo Central (NUTS 2010)",2009-01-01,162
"Number","Burglary of private residential premises","Baixo Alentejo",2009-01-01,106
"Number","Burglary of private residential premises","Lezíria do Tejo",2009-01-01,686
"Number","Burglary of private residential premises","Região Autónoma dos Açores (PT)",2009-01-01,900
"Number","Burglary of private residential premises","Região Autónoma dos Açores (PT)",2009-01-01,900
"Number","Burglary of private residential premises","Região Autónoma dos Açores (PT)",2009-01-01,900
"Number","Burglary of private residential premises","Região Autónoma da Madeira (PT)",2009-01-01,624
"Number","Burglary of private residential premises","Região Autónoma da Madeira (PT)",2009-01-01,624
"Number","Burglary of private residential premises","Região Autónoma da Madeira (PT)",2009-01-01,624
"Number","Burglary of private residential premises","Not regionalised / Unknown NUTS 3",2009-01-01,1
"Number","Burglary of private residential premises","Romania",2009-01-01,11574
"Number","Burglary of private residential premises","Macroregiunea unu",2009-01-01,2961
"Number","Burglary of private residential premises","Nord-Vest",2009-01-01,1699
"Number","Burglary of private residential premises","Bihor",2009-01-01,484
"Number","Burglary of private residential premises","Bistrita-Nasaud",2009-01-01,128
"Number","Burglary of private residential premises","Cluj",2009-01-01,445
"Number","Burglary of private residential premises","Maramures",2009-01-01,214
"Number","Burglary of private residential premises","Satu Mare",2009-01-01,242
"Number","Burglary of private residential premises","Salaj",2009-01-01,186
"Number","Burglary of private residential premises","Centru",2009-01-01,1262
"Number","Burglary of private residential premises","Alba",2009-01-01,153
"Number","Burglary of private residential premises","Brasov",2009-01-01,220
"Number","Burglary of private residential premises","Covasna",2009-01-01,76
"Number","Burglary of private residential premises","Harghita",2009-01-01,189
"Number","Burglary of private residential premises","Mures",2009-01-01,415
"Number","Burglary of private residential premises","Sibiu",2009-01-01,209
"Number","Burglary of private residential premises","Macroregiunea doi",2009-01-01,2789
"Number","Burglary of private residential premises","Nord-Est",2009-01-01,1522
"Number","Burglary of private residential premises","Bacau",2009-01-01,335
"Number","Burglary of private residential premises","Botosani",2009-01-01,177
"Number","Burglary of private residential premises","Iasi",2009-01-01,246
"Number","Burglary of private residential premises","Neamt",2009-01-01,207
"Number","Burglary of private residential premises","Suceava",2009-01-01,267
"Number","Burglary of private residential premises","Vaslui",2009-01-01,290
"Number","Burglary of private residential premises","Sud-Est",2009-01-01,1267
"Number","Burglary of private residential premises","Braila",2009-01-01,156
"Number","Burglary of private residential premises","Buzau",2009-01-01,181
"Number","Burglary of private residential premises","Constanta",2009-01-01,336
"Number","Burglary of private residential premises","Galati",2009-01-01,199
"Number","Burglary of private residential premises","Tulcea",2009-01-01,163
"Number","Burglary of private residential premises","Vrancea",2009-01-01,232
"Number","Burglary of private residential premises","Macroregiunea trei",2009-01-01,3381
"Number","Burglary of private residential premises","Sud - Muntenia",2009-01-01,1315
"Number","Burglary of private residential premises","Arges",2009-01-01,237
"Number","Burglary of private residential premises","Calarasi",2009-01-01,164
"Number","Burglary of private residential premises","Dâmbovita",2009-01-01,172
"Number","Burglary of private residential premises","Giurgiu",2009-01-01,151
"Number","Burglary of private residential premises","Ialomita",2009-01-01,113
"Number","Burglary of private residential premises","Prahova",2009-01-01,316
"Number","Burglary of private residential premises","Teleorman",2009-01-01,162
"Number","Burglary of private residential premises","Bucuresti - Ilfov",2009-01-01,2066
"Number","Burglary of private residential premises","Bucuresti",2009-01-01,1906
"Number","Burglary of private residential premises","Ilfov",2009-01-01,160
"Number","Burglary of private residential premises","Macroregiunea patru",2009-01-01,2443
"Number","Burglary of private residential premises","Sud-Vest Oltenia",2009-01-01,1143
"Number","Burglary of private residential premises","Dolj",2009-01-01,379
"Number","Burglary of private residential premises","Gorj",2009-01-01,212
"Number","Burglary of private residential premises","Mehedinti",2009-01-01,104
"Number","Burglary of private residential premises","Olt",2009-01-01,333
"Number","Burglary of private residential premises","Vâlcea",2009-01-01,115
"Number","Burglary of private residential premises","Vest",2009-01-01,1300
"Number","Burglary of private residential premises","Arad",2009-01-01,388
"Number","Burglary of private residential premises","Caras-Severin",2009-01-01,139
"Number","Burglary of private residential premises","Hunedoara",2009-01-01,352
"Number","Burglary of private residential premises","Timis",2009-01-01,421
"Number","Burglary of private residential premises","Sweden",2009-01-01,20463
"Number","Burglary of private residential premises","Östra Sverige",2009-01-01,8396
"Number","Burglary of private residential premises","Stockholm",2009-01-01,5996
"Number","Burglary of private residential premises","Stockholms län",2009-01-01,5996
"Number","Burglary of private residential premises","Östra Mellansverige",2009-01-01,2400
"Number","Burglary of private residential premises","Uppsala län",2009-01-01,542
"Number","Burglary of private residential premises","Södermanlands län",2009-01-01,484
"Number","Burglary of private residential premises","Östergötlands län",2009-01-01,509
"Number","Burglary of private residential premises","Örebro län",2009-01-01,397
"Number","Burglary of private residential premises","Västmanlands län",2009-01-01,468
"Number","Burglary of private residential premises","Södra Sverige",2009-01-01,10272
"Number","Burglary of private residential premises","Småland med öarna",2009-01-01,1494
"Number","Burglary of private residential premises","Jönköpings län",2009-01-01,585
"Number","Burglary of private residential premises","Kronobergs län",2009-01-01,441
"Number","Burglary of private residential premises","Kalmar län",2009-01-01,420
"Number","Burglary of private residential premises","Gotlands län",2009-01-01,48
"Number","Burglary of private residential premises","Sydsverige",2009-01-01,4745
"Number","Burglary of private residential premises","Blekinge län",2009-01-01,333
"Number","Burglary of private residential premises","Skåne län",2009-01-01,4412
"Number","Burglary of private residential premises","Västsverige",2009-01-01,4033
"Number","Burglary of private residential premises","Hallands län",2009-01-01,891
"Number","Burglary of private residential premises","Västra Götalands län",2009-01-01,3142
"Number","Burglary of private residential premises","Norra Sverige",2009-01-01,1795
"Number","Burglary of private residential premises","Norra Mellansverige",2009-01-01,983
"Number","Burglary of private residential premises","Värmlands län",2009-01-01,352
"Number","Burglary of private residential premises","Dalarnas län",2009-01-01,339
"Number","Burglary of private residential premises","Gävleborgs län",2009-01-01,292
"Number","Burglary of private residential premises","Mellersta Norrland",2009-01-01,370
"Number","Burglary of private residential premises","Västernorrlands län",2009-01-01,246
"Number","Burglary of private residential premises","Jämtlands län",2009-01-01,124
"Number","Burglary of private residential premises","Övre Norrland",2009-01-01,442
"Number","Burglary of private residential premises","Västerbottens län",2009-01-01,189
"Number","Burglary of private residential premises","Norrbottens län",2009-01-01,253
"Number","Burglary of private residential premises","Slovenia",2009-01-01,2231
"Number","Burglary of private residential premises","Vzhodna Slovenija (NUTS 2010)",2009-01-01,965
"Number","Burglary of private residential premises","Pomurska (NUTS 2010)",2009-01-01,82
"Number","Burglary of private residential premises","Podravska (NUTS 2010)",2009-01-01,342
"Number","Burglary of private residential premises","Koroska (NUTS 2010)",2009-01-01,21
"Number","Burglary of private residential premises","Savinjska (NUTS 2010)",2009-01-01,240
"Number","Burglary of private residential premises","Zasavska (NUTS 2010)",2009-01-01,17
"Number","Burglary of private residential premises","Spodnjeposavska (NUTS 2010)",2009-01-01,77
"Number","Burglary of private residential premises","Jugovzhodna Slovenija (NUTS 2010)",2009-01-01,164
"Number","Burglary of private residential premises","Notranjsko-kraska (NUTS 2010)",2009-01-01,22
"Number","Burglary of private residential premises","Zahodna Slovenija (NUTS 2010)",2009-01-01,1266
"Number","Burglary of private residential premises","Osrednjeslovenska (NUTS 2010)",2009-01-01,985
"Number","Burglary of private residential premises","Gorenjska (NUTS 2010)",2009-01-01,110
"Number","Burglary of private residential premises","Goriska (NUTS 2010)",2009-01-01,59
"Number","Burglary of private residential premises","Obalno-kraska (NUTS 2010)",2009-01-01,112
"Number","Burglary of private residential premises","Slovakia",2009-01-01,2330
"Number","Burglary of private residential premises","Slovensko",2009-01-01,2330
"Number","Burglary of private residential premises","Bratislavský kraj",2009-01-01,514
"Number","Burglary of private residential premises","Bratislavský kraj",2009-01-01,514
"Number","Burglary of private residential premises","Západné Slovensko",2009-01-01,739
"Number","Burglary of private residential premises","Trnavský kraj",2009-01-01,261
"Number","Burglary of private residential premises","Trenciansky kraj",2009-01-01,165
"Number","Burglary of private residential premises","Nitriansky kraj",2009-01-01,313
"Number","Burglary of private residential premises","Stredné Slovensko",2009-01-01,584
"Number","Burglary of private residential premises","Zilinský kraj",2009-01-01,244
"Number","Burglary of private residential premises","Banskobystrický kraj",2009-01-01,340
"Number","Burglary of private residential premises","Východné Slovensko",2009-01-01,492
"Number","Burglary of private residential premises","Presovský kraj",2009-01-01,222
"Number","Burglary of private residential premises","Kosický kraj",2009-01-01,270
"Number","Burglary of private residential premises","Turkey",2009-01-01,80973
"Number","Burglary of private residential premises","Istanbul",2009-01-01,25665
"Number","Burglary of private residential premises","Istanbul",2009-01-01,25665
"Number","Burglary of private residential premises","Istanbul",2009-01-01,25665
"Number","Burglary of private residential premises","Bati Marmara",2009-01-01,2199
"Number","Burglary of private residential premises","Tekirdag, Edirne, Kirklareli",2009-01-01,875
"Number","Burglary of private residential premises","Tekirdag",2009-01-01,515
"Number","Burglary of private residential premises","Edirne",2009-01-01,197
"Number","Burglary of private residential premises","Kirklareli",2009-01-01,163
"Number","Burglary of private residential premises","Balikesir, Çanakkale",2009-01-01,1324
"Number","Burglary of private residential premises","Balikesir",2009-01-01,1035
"Number","Burglary of private residential premises","Çanakkale",2009-01-01,289
"Number","Burglary of private residential premises","Ege",2009-01-01,10787
"Number","Burglary of private residential premises","Izmir",2009-01-01,4477
"Number","Burglary of private residential premises","Izmir",2009-01-01,4477
"Number","Burglary of private residential premises","Aydin, Denizli, Mugla",2009-01-01,4360
"Number","Burglary of private residential premises","Aydin",2009-01-01,1809
"Number","Burglary of private residential premises","Denizli",2009-01-01,1447
"Number","Burglary of private residential premises","Mugla",2009-01-01,1104
"Number","Burglary of private residential premises","Manisa, Afyonkarahisar, Kütahya, Usak",2009-01-01,1950
"Number","Burglary of private residential premises","Manisa",2009-01-01,1203
"Number","Burglary of private residential premises","Afyonkarahisar",2009-01-01,290
"Number","Burglary of private residential premises","Kütahya",2009-01-01,141
"Number","Burglary of private residential premises","Usak",2009-01-01,316
"Number","Burglary of private residential premises","Dogu Marmara",2009-01-01,7898
"Number","Burglary of private residential premises","Bursa, Eskisehir, Bilecik",2009-01-01,4183
"Number","Burglary of private residential premises","Bursa",2009-01-01,3377
"Number","Burglary of private residential premises","Eskisehir",2009-01-01,753
"Number","Burglary of private residential premises","Bilecik",2009-01-01,53
"Number","Burglary of private residential premises","Kocaeli, Sakarya, Düzce, Bolu, Yalova",2009-01-01,3715
"Number","Burglary of private residential premises","Kocaeli",2009-01-01,2358
"Number","Burglary of private residential premises","Sakarya",2009-01-01,675
"Number","Burglary of private residential premises","Düzce",2009-01-01,315
"Number","Burglary of private residential premises","Bolu",2009-01-01,138
"Number","Burglary of private residential premises","Yalova",2009-01-01,229
"Number","Burglary of private residential premises","Bati Anadolu",2009-01-01,9456
"Number","Burglary of private residential premises","Ankara",2009-01-01,8068
"Number","Burglary of private residential premises","Ankara",2009-01-01,8068
"Number","Burglary of private residential premises","Konya, Karaman",2009-01-01,1388
"Number","Burglary of private residential premises","Konya",2009-01-01,1285
"Number","Burglary of private residential premises","Karaman",2009-01-01,103
"Number","Burglary of private residential premises","Akdeniz",2009-01-01,12086
"Number","Burglary of private residential premises","Antalya, Isparta, Burdur",2009-01-01,4214
"Number","Burglary of private residential premises","Antalya",2009-01-01,3835
"Number","Burglary of private residential premises","Isparta",2009-01-01,237
"Number","Burglary of private residential premises","Burdur",2009-01-01,142
"Number","Burglary of private residential premises","Adana, Mersin",2009-01-01,6282
"Number","Burglary of private residential premises","Adana",2009-01-01,3394
"Number","Burglary of private residential premises","Mersin",2009-01-01,2888
"Number","Burglary of private residential premises","Hatay, Kahramanmaras, Osmaniye",2009-01-01,1590
"Number","Burglary of private residential premises","Hatay",2009-01-01,583
"Number","Burglary of private residential premises","Kahramanmaras",2009-01-01,740
"Number","Burglary of private residential premises","Osmaniye",2009-01-01,267
"Number","Burglary of private residential premises","Orta Anadolu",2009-01-01,1881
"Number","Burglary of private residential premises","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",2009-01-01,729
"Number","Burglary of private residential premises","Kirikkale",2009-01-01,207
"Number","Burglary of private residential premises","Aksaray",2009-01-01,155
"Number","Burglary of private residential premises","Nigde",2009-01-01,150
"Number","Burglary of private residential premises","Nevsehir",2009-01-01,137
"Number","Burglary of private residential premises","Kirsehir",2009-01-01,80
"Number","Burglary of private residential premises","Kayseri, Sivas, Yozgat",2009-01-01,1152
"Number","Burglary of private residential premises","Kayseri",2009-01-01,614
"Number","Burglary of private residential premises","Sivas",2009-01-01,407
"Number","Burglary of private residential premises","Yozgat",2009-01-01,131
"Number","Burglary of private residential premises","Bati Karadeniz",2009-01-01,2180
"Number","Burglary of private residential premises","Zonguldak, Karabük, Bartin",2009-01-01,418
"Number","Burglary of private residential premises","Zonguldak",2009-01-01,263
"Number","Burglary of private residential premises","Karabük",2009-01-01,101
"Number","Burglary of private residential premises","Bartin",2009-01-01,54
"Number","Burglary of private residential premises","Kastamonu, Çankiri, Sinop",2009-01-01,245
"Number","Burglary of private residential premises","Kastamonu",2009-01-01,108
"Number","Burglary of private residential premises","Çankiri",2009-01-01,85
"Number","Burglary of private residential premises","Sinop",2009-01-01,52
"Number","Burglary of private residential premises","Samsun, Tokat, Çorum, Amasya",2009-01-01,1517
"Number","Burglary of private residential premises","Samsun",2009-01-01,982
"Number","Burglary of private residential premises","Tokat",2009-01-01,152
"Number","Burglary of private residential premises","Çorum",2009-01-01,216
"Number","Burglary of private residential premises","Amasya",2009-01-01,167
"Number","Burglary of private residential premises","Dogu Karadeniz",2009-01-01,1110
"Number","Burglary of private residential premises","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",2009-01-01,1110
"Number","Burglary of private residential premises","Trabzon",2009-01-01,339
"Number","Burglary of private residential premises","Ordu",2009-01-01,355
"Number","Burglary of private residential premises","Giresun",2009-01-01,229
"Number","Burglary of private residential premises","Rize",2009-01-01,108
"Number","Burglary of private residential premises","Artvin",2009-01-01,43
"Number","Burglary of private residential premises","Gümüshane",2009-01-01,36
"Number","Burglary of private residential premises","Kuzeydogu Anadolu",2009-01-01,955
"Number","Burglary of private residential premises","Erzurum, Erzincan, Bayburt",2009-01-01,448
"Number","Burglary of private residential premises","Erzurum",2009-01-01,316
"Number","Burglary of private residential premises","Erzincan",2009-01-01,120
"Number","Burglary of private residential premises","Bayburt",2009-01-01,12
"Number","Burglary of private residential premises","Agri, Kars, Igdir, Ardahan",2009-01-01,507
"Number","Burglary of private residential premises","Agri",2009-01-01,355
"Number","Burglary of private residential premises","Kars",2009-01-01,55
"Number","Burglary of private residential premises","Igdir",2009-01-01,83
"Number","Burglary of private residential premises","Ardahan",2009-01-01,14
"Number","Burglary of private residential premises","Ortadogu Anadolu",2009-01-01,1704
"Number","Burglary of private residential premises","Malatya, Elazig, Bingöl, Tunceli",2009-01-01,1064
"Number","Burglary of private residential premises","Malatya",2009-01-01,554
"Number","Burglary of private residential premises","Elazig",2009-01-01,358
"Number","Burglary of private residential premises","Bingöl",2009-01-01,130
"Number","Burglary of private residential premises","Tunceli",2009-01-01,22
"Number","Burglary of private residential premises","Van, Mus, Bitlis, Hakkari",2009-01-01,640
"Number","Burglary of private residential premises","Van",2009-01-01,378
"Number","Burglary of private residential premises","Mus",2009-01-01,105
"Number","Burglary of private residential premises","Bitlis",2009-01-01,113
"Number","Burglary of private residential premises","Hakkari",2009-01-01,44
"Number","Burglary of private residential premises","Güneydogu Anadolu",2009-01-01,5052
"Number","Burglary of private residential premises","Gaziantep, Adiyaman, Kilis",2009-01-01,1633
"Number","Burglary of private residential premises","Gaziantep",2009-01-01,1356
"Number","Burglary of private residential premises","Adiyaman",2009-01-01,217
"Number","Burglary of private residential premises","Kilis",2009-01-01,60
"Number","Burglary of private residential premises","Sanliurfa, Diyarbakir",2009-01-01,2456
"Number","Burglary of private residential premises","Sanliurfa",2009-01-01,594
"Number","Burglary of private residential premises","Diyarbakir",2009-01-01,1862
"Number","Burglary of private residential premises","Mardin, Batman, Sirnak, Siirt",2009-01-01,963
"Number","Burglary of private residential premises","Mardin",2009-01-01,244
"Number","Burglary of private residential premises","Batman",2009-01-01,461
"Number","Burglary of private residential premises","Sirnak",2009-01-01,139
"Number","Burglary of private residential premises","Siirt",2009-01-01,119
"Number","Burglary of private residential premises","United Kingdom",2009-01-01,292606
"Number","Burglary of private residential premises","England and Wales",2009-01-01,268610
"Number","Burglary of private residential premises","Scotland",2009-01-01,16727
"Number","Burglary of private residential premises","Northern Ireland (UK)",2009-01-01,7269
"Number","Burglary of private residential premises","Northern Ireland (UK)",2009-01-01,7269
"Number","Burglary of private residential premises","Belfast",2009-01-01,2314
"Number","Burglary of private residential premises","Outer Belfast",2009-01-01,1479
"Number","Burglary of private residential premises","East of Northern Ireland (UK)",2009-01-01,1473
"Number","Burglary of private residential premises","North of Northern Ireland (UK)",2009-01-01,846
"Number","Burglary of private residential premises","West and South of Northern Ireland (UK)",2009-01-01,1157
"Number","Theft of a motorized land vehicle","Austria",2009-01-01,9289
